metric_label,metric_axis,metric_stat,outcome_label,section_label,part,subtype,group,title,comparison,n,pearson_r,slope,metric_mean,outcome_mean,long_mean,short_mean,p_value,significance
FAC Contempt AUC,FAC Contempt AUC,AUC,Open-Ended Recall (Key-Moment),FAC Contempt Ã— Recall,Part 3,title-form,Long,Abbott Elementary,,28.0,0.08258060062620966,,,,,,0.6761170155007961,
FAC Contempt AUC,FAC Contempt AUC,AUC,Open-Ended Recall (Key-Moment),FAC Contempt Ã— Recall,Part 3,title-form,Long,Mad Max,,24.0,-0.22096962538624118,,,,,,0.29944069683401875,
FAC Contempt AUC,FAC Contempt AUC,AUC,Open-Ended Recall (Key-Moment),FAC Contempt Ã— Recall,Part 3,title-form,Long,The Town,,29.0,0.07005069776915741,,,,,,0.7180358283798861,
FAC Contempt AUC,FAC Contempt AUC,AUC,Open-Ended Recall (Key-Moment),FAC Contempt Ã— Recall,Part 3,title-form,Short,Abbott Elementary,,29.0,0.06649090314477393,,,,,,0.7318288595716195,
FAC Contempt AUC,FAC Contempt AUC,AUC,Open-Ended Recall (Key-Moment),FAC Contempt Ã— Recall,Part 3,title-form,Short,Mad Max,,26.0,-0.022723164915849872,,,,,,0.9122655468611263,
FAC Contempt AUC,FAC Contempt AUC,AUC,Open-Ended Recall (Key-Moment),FAC Contempt Ã— Recall,Part 3,title-form,Short,The Town,,25.0,0.08286259258326659,,,,,,0.6937434242880447,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 1,overall,All,,,164.0,0.03525495519061502,,1.4108018292682925,3.176829268292683,3.268292682926829,3.0853658536585367,0.6540306787368737,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 2,format-correlation,Long,,,82.0,-0.04601002022268515,,0.9756463414634147,3.268292682926829,,,0.681468728825593,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 2,format-correlation,Short,,,82.0,0.08069582965709032,,1.8459573170731705,3.0853658536585367,,,0.47110012905847104,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 2,interaction,Long vs Short,,,,,,,,,,0.5223784379800966,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 2,slope,Long,,vs Short,,,-0.060672235380488104,,,,,0.5223784379800966,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 2,slope,Short,,Reference,,,0.03592416586183381,,,,,,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-form,Long,Abbott Elementary,,30.0,0.06617265468714299,,,,,,0.728273593957343,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-form,Long,Mad Max,,24.0,-0.15000323065633853,,,,,,0.4841726365943949,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-form,Long,The Town,,28.0,-0.25122831406000545,,,,,,0.1972014285580998,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-form,Short,Abbott Elementary,,30.0,0.06729375204965327,,,,,,0.7238468312950228,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-form,Short,Mad Max,,26.0,0.32658848735974766,,,,,,0.10344257087350958,
FAC Contempt AUC,FAC Contempt AUC,AUC,Screening Familiarity (C1),FAC Contempt Ã— Familiarity,Part 3,title-form,Short,The Town,,26.0,0.05680579558124539,,,,,,0.7828316514617576,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 1,overall,All,,,163.0,-0.020853884488530698,,25.377935582822083,0.5814864519427403,0.6805555555555556,0.4836255081300812,0.7916070736129888,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 2,format-correlation,Long,,,81.0,-0.16794217971016387,,31.303339506172836,0.6805555555555556,,,0.13396357731370523,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 2,format-correlation,Short,,,82.0,0.060846452082964735,,19.52479268292683,0.4836255081300812,,,0.5871071584211964,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 2,interaction,Long vs Short,,,,,,,,,,0.1827674232046608,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 2,slope,Long,,vs Short,,,-0.000710444805106499,,,,,0.1827674232046608,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 2,slope,Short,,Reference,,,0.0002798216493196102,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-form,Long,Abbott Elementary,,30.0,0.15930801114635712,,,,,,0.4004158825328048,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-form,Long,Mad Max,,23.0,-0.2964837709880148,,,,,,0.16953081131945064,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-form,Long,The Town,,28.0,-0.37337420602191623,,,,,,0.05033937530637904,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-form,Short,Abbott Elementary,,30.0,0.2022557591512848,,,,,,0.2837853000560448,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-form,Short,Mad Max,,26.0,-0.06875292458764201,,,,,,0.7385862007246278,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Enjoyment (NormalizedCorrected),FAC Emotion Ã— Enjoyment,Part 3,title-form,Short,The Town,,26.0,-0.17356046815257992,,,,,,0.39647913284489034,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 1,overall,All,,,161.0,0.017341031183966907,,24.158931677018636,55.484472049689444,51.617283950617285,59.4,0.8271681284622487,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 2,format-correlation,Long,,,81.0,0.005328082714162546,,29.436956790123457,51.617283950617285,,,0.9623476529851591,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 2,format-correlation,Short,,,80.0,0.09080993137139866,,18.81493125,59.4,,,0.42307227165791056,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 2,interaction,Long vs Short,,,,,,,,,,0.5228836663568686,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 2,slope,Long,,vs Short,,,0.002515063185465967,,,,,0.5228836663568686,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 2,slope,Short,,Reference,,,0.0639665239671335,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-form,Long,Abbott Elementary,,28.0,-0.003397582177840163,,,,,,0.9863100528454769,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-form,Long,Mad Max,,24.0,-0.263019453826837,,,,,,0.214330204585169,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-form,Long,The Town,,29.0,0.23888483260237223,,,,,,0.21202682516366286,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-form,Short,Abbott Elementary,,29.0,0.30680668754954293,,,,,,0.10548063759398782,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-form,Short,Mad Max,,26.0,-0.2204449090501589,,,,,,0.2791846729350075,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Open-Ended Recall (Key-Moment),FAC Emotion Ã— Recall,Part 3,title-form,Short,The Town,,25.0,-0.024378371296240722,,,,,,0.907915446357651,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 1,overall,All,,,164.0,0.059271273190639434,,25.223192073170733,3.176829268292683,3.268292682926829,3.0853658536585367,0.450909268640629,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 2,format-correlation,Long,,,82.0,0.017405259217303504,,30.921591463414632,3.268292682926829,,,0.8766609528944952,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 2,format-correlation,Short,,,82.0,0.1179357369574434,,19.52479268292683,3.0853658536585367,,,0.2913126960003784,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 2,interaction,Long vs Short,,,,,,,,,,0.4512010292298445,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 2,slope,Long,,vs Short,,,0.0008492591167368752,,,,,0.4512010292298445,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 2,slope,Short,,Reference,,,0.007989765149476512,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-form,Long,Abbott Elementary,,30.0,0.1854113916367906,,,,,,0.32662817949561074,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-form,Long,Mad Max,,24.0,0.028475848198629326,,,,,,0.8949195981069487,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-form,Long,The Town,,28.0,-0.17106474564984597,,,,,,0.3841030931428253,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-form,Short,Abbott Elementary,,30.0,0.1680312279814941,,,,,,0.374770755502564,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-form,Short,Mad Max,,26.0,0.20008851155231216,,,,,,0.3270683978495403,
FAC Emotion Composite (AUC Sum),FAC Emotion Composite (AUC Sum),Composite,Screening Familiarity (C1),FAC Emotion Ã— Familiarity,Part 3,title-form,Short,The Town,,26.0,0.1444685781280787,,,,,,0.4813541372379165,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 1,overall,All,,,163.0,0.13122796662570332,,9.138993865030674,0.5814864519427403,0.6805555555555556,0.4836255081300812,0.094970528293483,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 2,format-correlation,Long,,,81.0,0.08041294639030756,,10.714672839506173,0.6805555555555556,,,0.47545923478608476,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 2,format-correlation,Short,,,82.0,0.14909239774594846,,7.582530487804878,0.4836255081300812,,,0.18127228317996136,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 2,interaction,Long vs Short,,,,,,,,,,0.8303803731376965,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 2,slope,Long,,vs Short,,,0.0008656381594195047,,,,,0.8303803731376965,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 2,slope,Short,,Reference,,,0.0011870550979361755,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-form,Long,Abbott Elementary,,30.0,0.17981908944521074,,,,,,0.3416852463583291,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-form,Long,Mad Max,,23.0,0.2795570254468957,,,,,,0.19639789140555736,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-form,Long,The Town,,28.0,-0.24571773335133812,,,,,,0.2075371396021749,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-form,Short,Abbott Elementary,,30.0,0.2502393526904718,,,,,,0.1822980305618191,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-form,Short,Mad Max,,26.0,0.20116725252166565,,,,,,0.3244127418920686,
FAC Joy AUC,FAC Joy AUC,AUC,Enjoyment (NormalizedCorrected),FAC Joy Ã— Enjoyment,Part 3,title-form,Short,The Town,,26.0,0.10568131792704372,,,,,,0.6073837569111855,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 1,overall,All,,,161.0,0.09080063170909942,,8.80492857142857,55.484472049689444,51.617283950617285,59.4,0.2519931236531208,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 2,format-correlation,Long,,,81.0,0.09598320121407579,,9.922962962962963,51.617283950617285,,,0.3939962430151343,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 2,format-correlation,Short,,,80.0,0.10713691173510961,,7.672918750000001,59.4,,,0.3441964161595413,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 2,interaction,Long vs Short,,,,,,,,,,0.9663297478168889,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 2,slope,Long,,vs Short,,,0.11836432216870348,,,,,0.9663297478168889,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 2,slope,Short,,Reference,,,0.12646630009385296,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-form,Long,Abbott Elementary,,28.0,-0.04820460099456005,,,,,,0.8075508978396524,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-form,Long,Mad Max,,24.0,-0.3365407472868379,,,,,,0.10783505881401176,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-form,Long,The Town,,29.0,0.1804301858142922,,,,,,0.34895168819088623,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-form,Short,Abbott Elementary,,29.0,0.35590510257498076,,,,,,0.058108589567424304,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-form,Short,Mad Max,,26.0,-0.03950675473409319,,,,,,0.8480455027962568,
FAC Joy AUC,FAC Joy AUC,AUC,Open-Ended Recall (Key-Moment),FAC Joy Ã— Recall,Part 3,title-form,Short,The Town,,25.0,-0.16116625940188317,,,,,,0.4415207954166475,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 1,overall,All,,,164.0,0.1925766073261369,,9.083268292682927,3.176829268292683,3.268292682926829,3.0853658536585367,0.013492803308700322,*
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 2,format-correlation,Long,,,82.0,0.21188403627406804,,10.584006097560975,3.268292682926829,,,0.05600528844924239,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 2,format-correlation,Short,,,82.0,0.16670454268245638,,7.582530487804878,3.0853658536585367,,,0.13442058161653742,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 2,interaction,Long vs Short,,,,,,,,,,0.7187080790524798,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 2,slope,Long,,vs Short,,,0.02632279095885378,,,,,0.7187080790524798,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 2,slope,Short,,Reference,,,0.019552637523631615,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-form,Long,Abbott Elementary,,30.0,0.27736190349952583,,,,,,0.13783181111305454,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-form,Long,Mad Max,,24.0,-0.05260661326337656,,,,,,0.807130553161197,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-form,Long,The Town,,28.0,-0.06619794479703284,,,,,,0.7378637253787583,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-form,Short,Abbott Elementary,,30.0,0.396437159519215,,,,,,0.030093010424167888,*
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-form,Short,Mad Max,,26.0,0.2813357723497173,,,,,,0.1638334107149158,
FAC Joy AUC,FAC Joy AUC,AUC,Screening Familiarity (C1),FAC Joy Ã— Familiarity,Part 3,title-form,Short,The Town,,26.0,-0.04094760517060428,,,,,,0.8425702487525889,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 1,overall,All,,,163.0,-0.11310897219174554,,2.867076687116564,0.5814864519427403,0.6805555555555556,0.4836255081300812,0.1505524644063889,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 2,format-correlation,Long,,,81.0,-0.2255633648946485,,3.90941975308642,0.6805555555555556,,,0.04289911450569152,*
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 2,format-correlation,Short,,,82.0,-0.007820055074028864,,1.8374451219512196,0.4836255081300812,,,0.9444105247595656,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 2,interaction,Long vs Short,,,,,,,,,,0.33651851842266434,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 2,slope,Long,,vs Short,,,-0.0027920460962453488,,,,,0.33651851842266434,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 2,slope,Short,,Reference,,,-0.0001454011549084765,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-form,Long,Abbott Elementary,,30.0,-0.18134153060630687,,,,,,0.33754517641833187,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-form,Long,Mad Max,,23.0,-0.2570211397083637,,,,,,0.23644904083953275,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-form,Long,The Town,,28.0,-0.09331176877406219,,,,,,0.6367265029342634,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-form,Short,Abbott Elementary,,30.0,0.05880440682926162,,,,,,0.7575753864787522,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-form,Short,Mad Max,,26.0,-0.04618514296844156,,,,,,0.8227292386488216,
FAC Surprise AUC,FAC Surprise AUC,AUC,Enjoyment (NormalizedCorrected),FAC Surprise Ã— Enjoyment,Part 3,title-form,Short,The Town,,26.0,-0.1895813027667312,,,,,,0.35362191535928345,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 1,overall,All,,,161.0,-0.08619305726381711,,2.9024906832298134,55.484472049689444,51.617283950617285,59.4,0.2769615836170894,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 2,format-correlation,Long,,,81.0,-0.16944631730278664,,3.9090185185185184,51.617283950617285,,,0.13046456166597906,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 2,format-correlation,Short,,,80.0,0.11095660818034146,,1.8833812499999998,59.4,,,0.327166862021052,
