respondent_id,form,title,sensor,metric,stat,value
004_62.csv,Short,The Town,FAC,Fear,Binary,0.0
004_63.csv,Short,The Town,FAC,Fear,Binary,0.0
002_82.csv,Short,The Town,FAC,Fear,Binary,0.0
001_88.csv,Short,The Town,FAC,Fear,Binary,0.0
007_89.csv,Short,The Town,FAC,Fear,Binary,0.0
005_93.csv,Short,The Town,FAC,Fear,Binary,0.0
005_10.csv,Short,The Town,FAC,Joy,Mean,0.0019009
004_15.csv,Short,The Town,FAC,Joy,Mean,0.0
003_37.csv,Short,The Town,FAC,Joy,Mean,0.006716512
002_39.csv,Short,The Town,FAC,Joy,Mean,0.0
004_56.csv,Short,The Town,FAC,Joy,Mean,0.0
001_58.csv,Short,The Town,FAC,Joy,Mean,0.019896084
003_64.csv,Short,The Town,FAC,Joy,Mean,0.006204888
002_73.csv,Short,The Town,FAC,Joy,Mean,0.0
001_77.csv,Short,The Town,FAC,Joy,Mean,0.000633152
005_90.csv,Short,The Town,FAC,Joy,Mean,0.0
008_1.csv,Short,The Town,FAC,Joy,Mean,0.015826792
003_101.csv,Short,The Town,FAC,Joy,Mean,0.0
003_103.csv,Short,The Town,FAC,Joy,Mean,0.0
002_105.csv,Short,The Town,FAC,Joy,Mean,0.0
001_114.csv,Short,The Town,FAC,Joy,Mean,0.179340938
007_13.csv,Short,The Town,FAC,Joy,Mean,0.0
006_16.csv,Short,The Town,FAC,Joy,Mean,0.0
006_43.csv,Short,The Town,FAC,Joy,Mean,0.0
005_59.csv,Short,The Town,FAC,Joy,Mean,0.004690075
008_6.csv,Short,The Town,FAC,Joy,Mean,0.003042211
004_62.csv,Short,The Town,FAC,Joy,Mean,0.03354855
004_63.csv,Short,The Town,FAC,Joy,Mean,0.007096692
002_82.csv,Short,The Town,FAC,Joy,Mean,0.421439432
001_88.csv,Short,The Town,FAC,Joy,Mean,0.0
007_89.csv,Short,The Town,FAC,Joy,Mean,0.0
005_93.csv,Short,The Town,FAC,Joy,Mean,0.028737815
005_10.csv,Short,The Town,FAC,Joy,AUC,0.495
004_15.csv,Short,The Town,FAC,Joy,AUC,0.0
003_37.csv,Short,The Town,FAC,Joy,AUC,1.7775
002_39.csv,Short,The Town,FAC,Joy,AUC,0.0
004_56.csv,Short,The Town,FAC,Joy,AUC,0.0
001_58.csv,Short,The Town,FAC,Joy,AUC,5.2565
003_64.csv,Short,The Town,FAC,Joy,AUC,1.617
002_73.csv,Short,The Town,FAC,Joy,AUC,0.0
001_77.csv,Short,The Town,FAC,Joy,AUC,0.178
005_90.csv,Short,The Town,FAC,Joy,AUC,0.0
008_1.csv,Short,The Town,FAC,Joy,AUC,4.158
003_101.csv,Short,The Town,FAC,Joy,AUC,0.0
003_103.csv,Short,The Town,FAC,Joy,AUC,0.0
002_105.csv,Short,The Town,FAC,Joy,AUC,0.0
001_114.csv,Short,The Town,FAC,Joy,AUC,47.168
007_13.csv,Short,The Town,FAC,Joy,AUC,0.0
006_16.csv,Short,The Town,FAC,Joy,AUC,0.0
006_43.csv,Short,The Town,FAC,Joy,AUC,0.0
005_59.csv,Short,The Town,FAC,Joy,AUC,1.2245
008_6.csv,Short,The Town,FAC,Joy,AUC,0.8035
004_62.csv,Short,The Town,FAC,Joy,AUC,8.804
004_63.csv,Short,The Town,FAC,Joy,AUC,1.8505
002_82.csv,Short,The Town,FAC,Joy,AUC,110.869
001_88.csv,Short,The Town,FAC,Joy,AUC,0.0
007_89.csv,Short,The Town,FAC,Joy,AUC,0.0
005_93.csv,Short,The Town,FAC,Joy,AUC,7.567
005_10.csv,Short,The Town,FAC,Joy,Binary,0.0
004_15.csv,Short,The Town,FAC,Joy,Binary,0.0
003_37.csv,Short,The Town,FAC,Joy,Binary,0.0
002_39.csv,Short,The Town,FAC,Joy,Binary,0.0
004_56.csv,Short,The Town,FAC,Joy,Binary,0.0
001_58.csv,Short,The Town,FAC,Joy,Binary,0.0
003_64.csv,Short,The Town,FAC,Joy,Binary,0.0
002_73.csv,Short,The Town,FAC,Joy,Binary,0.0
001_77.csv,Short,The Town,FAC,Joy,Binary,0.0
005_90.csv,Short,The Town,FAC,Joy,Binary,0.0
008_1.csv,Short,The Town,FAC,Joy,Binary,0.0
003_101.csv,Short,The Town,FAC,Joy,Binary,0.0
003_103.csv,Short,The Town,FAC,Joy,Binary,0.0
002_105.csv,Short,The Town,FAC,Joy,Binary,0.0
001_114.csv,Short,The Town,FAC,Joy,Binary,0.0
007_13.csv,Short,The Town,FAC,Joy,Binary,0.0
006_16.csv,Short,The Town,FAC,Joy,Binary,0.0
006_43.csv,Short,The Town,FAC,Joy,Binary,0.0
005_59.csv,Short,The Town,FAC,Joy,Binary,0.0
008_6.csv,Short,The Town,FAC,Joy,Binary,0.0
004_62.csv,Short,The Town,FAC,Joy,Binary,0.0
004_63.csv,Short,The Town,FAC,Joy,Binary,0.0
002_82.csv,Short,The Town,FAC,Joy,Binary,0.0
001_88.csv,Short,The Town,FAC,Joy,Binary,0.0
007_89.csv,Short,The Town,FAC,Joy,Binary,0.0
005_93.csv,Short,The Town,FAC,Joy,Binary,0.0
005_10.csv,Short,The Town,FAC,Sadness,Mean,0.001393993
004_15.csv,Short,The Town,FAC,Sadness,Mean,0.001014199
003_37.csv,Short,The Town,FAC,Sadness,Mean,0.0
002_39.csv,Short,The Town,FAC,Sadness,Mean,0.0
004_56.csv,Short,The Town,FAC,Sadness,Mean,0.0
001_58.csv,Short,The Town,FAC,Sadness,Mean,0.014193385
003_64.csv,Short,The Town,FAC,Sadness,Mean,0.002912498
002_73.csv,Short,The Town,FAC,Sadness,Mean,0.015953406
001_77.csv,Short,The Town,FAC,Sadness,Mean,0.0
005_90.csv,Short,The Town,FAC,Sadness,Mean,0.0
008_1.csv,Short,The Town,FAC,Sadness,Mean,0.028361611
003_101.csv,Short,The Town,FAC,Sadness,Mean,0.199112801
003_103.csv,Short,The Town,FAC,Sadness,Mean,0.170527915
002_105.csv,Short,The Town,FAC,Sadness,Mean,0.399797443
001_114.csv,Short,The Town,FAC,Sadness,Mean,0.0
007_13.csv,Short,The Town,FAC,Sadness,Mean,0.0
006_16.csv,Short,The Town,FAC,Sadness,Mean,0.0
006_43.csv,Short,The Town,FAC,Sadness,Mean,0.0
005_59.csv,Short,The Town,FAC,Sadness,Mean,0.0
008_6.csv,Short,The Town,FAC,Sadness,Mean,0.0
004_62.csv,Short,The Town,FAC,Sadness,Mean,0.017723763
004_63.csv,Short,The Town,FAC,Sadness,Mean,0.0
002_82.csv,Short,The Town,FAC,Sadness,Mean,0.0
001_88.csv,Short,The Town,FAC,Sadness,Mean,0.0
007_89.csv,Short,The Town,FAC,Sadness,Mean,0.005322519
005_93.csv,Short,The Town,FAC,Sadness,Mean,0.304342322
005_10.csv,Short,The Town,FAC,Sadness,AUC,0.3675
004_15.csv,Short,The Town,FAC,Sadness,AUC,0.248
003_37.csv,Short,The Town,FAC,Sadness,AUC,0.0
002_39.csv,Short,The Town,FAC,Sadness,AUC,0.0
004_56.csv,Short,The Town,FAC,Sadness,AUC,0.0
001_58.csv,Short,The Town,FAC,Sadness,AUC,3.75
003_64.csv,Short,The Town,FAC,Sadness,AUC,0.767
002_73.csv,Short,The Town,FAC,Sadness,AUC,4.2155
001_77.csv,Short,The Town,FAC,Sadness,AUC,0.0
