part,sensor,metric,stat,title,long_mean,short_mean,difference,t_stat,p_value,n_long,n_short,overall_p_value
Part 2,FAC,Contempt,Mean,Abbott Elementary,0.004989478555555555,0.0003885612962962963,0.0046009172592592585,3.6225530042838994,0.0011684158695475586,27,27,0.00011221258179120462
Part 2,FAC,Contempt,Mean,Mad Max,0.0038398756666666663,0.0007670791052631579,0.0030727965614035084,2.483353262954521,0.020119344815659496,24,19,0.00011221258179120462
Part 2,FAC,Contempt,Mean,The Town,0.0015169623076923078,0.00154589685,-2.8934542307692233e-05,-0.038595913156338715,0.9693913550442421,26,20,0.00011221258179120462
Part 2,FAC,Disgust,AUC,Abbott Elementary,0.0,0.0,0.0,,,24,28,
Part 2,FAC,Disgust,AUC,Mad Max,0.0,0.0,0.0,,,19,22,
Part 2,FAC,Disgust,AUC,The Town,0.0,0.0,0.0,,,24,20,
Part 2,FAC,Disgust,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Disgust,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Disgust,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Disgust,Mean,Abbott Elementary,0.0,0.0,0.0,,,24,28,
Part 2,FAC,Disgust,Mean,Mad Max,0.0,0.0,0.0,,,19,22,
Part 2,FAC,Disgust,Mean,The Town,0.0,0.0,0.0,,,24,20,
Part 2,FAC,Engagement,AUC,Abbott Elementary,41.998616666666656,27.844216666666668,14.154399999999988,1.633418461108586,0.10781812913439327,30,30,0.1581030899622533
Part 2,FAC,Engagement,AUC,Mad Max,24.53095454545455,16.445041666666665,8.085912878787884,1.0138148407463745,0.31701805691199403,22,24,0.1581030899622533
Part 2,FAC,Engagement,AUC,The Town,28.092920000000003,30.072552631578944,-1.9796326315789408,-0.15847254285792997,0.8749908010287368,25,19,0.1581030899622533
Part 2,FAC,Engagement,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Engagement,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Engagement,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Engagement,Mean,Abbott Elementary,0.42433002729999997,0.25801082644827583,0.16631920085172414,1.9406759620900351,0.057255622813485056,30,29,0.13573071574741266
Part 2,FAC,Engagement,Mean,Mad Max,0.17238487945833336,0.11854179042307691,0.05384308903525645,0.8421156398216035,0.4044235634914578,24,26,0.13573071574741266
Part 2,FAC,Engagement,Mean,The Town,0.2109443897586207,0.24220977476000002,-0.03126538500137932,-0.3984719372187497,0.6919286541395022,29,25,0.13573071574741266
Part 2,FAC,Fear,AUC,Abbott Elementary,0.010727272727272726,0.0,0.010727272727272726,1.0,0.32869468323646367,22,24,0.008759078897870039
Part 2,FAC,Fear,AUC,Mad Max,0.025411764705882356,0.0,0.025411764705882356,2.465660898964133,0.02536448670639551,17,22,0.008759078897870039
Part 2,FAC,Fear,AUC,The Town,0.0036923076923076922,0.0,0.0036923076923076922,0.9999999999999999,0.32689191269184126,26,17,0.008759078897870039
Part 2,FAC,Fear,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Fear,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Fear,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Fear,Mean,Abbott Elementary,0.0,0.0,0.0,,,21,24,0.005442543284716252
Part 2,FAC,Fear,Mean,Mad Max,0.0001132484705882353,0.0,0.0001132484705882353,2.424524406822803,0.027539814440271652,17,22,0.005442543284716252
Part 2,FAC,Fear,Mean,The Town,1.467623076923077e-05,0.0,1.467623076923077e-05,0.9999999999999998,0.32689191269184126,26,17,0.005442543284716252
Part 2,FAC,Joy,AUC,Abbott Elementary,8.528227272727273,0.922,7.606227272727273,4.130372835387181,0.00042422528618627284,22,21,0.0034817213996059123
Part 2,FAC,Joy,AUC,Mad Max,0.47478260869565225,1.00334,-0.5285573913043476,-1.2877000999748096,0.20450016273521407,23,25,0.0034817213996059123
Part 2,FAC,Joy,AUC,The Town,1.6862407407407407,1.4054791666666666,0.2807615740740741,0.25332725009550155,0.8013556115614158,27,24,0.0034817213996059123
Part 2,FAC,Joy,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Joy,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Joy,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Joy,Mean,Abbott Elementary,0.0690250672,0.0074811991,0.061543868099999996,3.9226172693726413,0.0008168498743046163,20,20,0.00021181795797898902
Part 2,FAC,Joy,Mean,Mad Max,0.009899678541666667,0.00443368008,0.005465998461666666,0.6838129948335565,0.500630645678735,24,25,0.00021181795797898902
Part 2,FAC,Joy,Mean,The Town,0.015113835241379311,0.005345569625,0.00976826561637931,1.3362733379879435,0.1908307991610191,29,24,0.00021181795797898902
Part 2,FAC,NegativeAdaptiveValence,AUC,Abbott Elementary,0.0,0.0,0.0,,,28,29,
Part 2,FAC,NegativeAdaptiveValence,AUC,Mad Max,0.0,0.0,0.0,,,23,23,
Part 2,FAC,NegativeAdaptiveValence,AUC,The Town,0.0,0.0,0.0,,,25,24,
Part 2,FAC,NegativeAdaptiveValence,Mean,Abbott Elementary,0.0,0.0,0.0,,,28,29,
Part 2,FAC,NegativeAdaptiveValence,Mean,Mad Max,0.0,0.0,0.0,,,23,23,
Part 2,FAC,NegativeAdaptiveValence,Mean,The Town,0.0,0.0,0.0,,,25,24,
Part 2,FAC,Neutral,AUC,Abbott Elementary,62.23988333333333,75.29758333333332,-13.05769999999999,-1.6206049306426389,0.11060065863807907,30,30,0.8252076932891735
Part 2,FAC,Neutral,AUC,Mad Max,197.75756250000003,209.8305576923077,-12.072995192307673,-1.020696196445153,0.313403180757088,24,26,0.8252076932891735
Part 2,FAC,Neutral,AUC,The Town,227.0779310344828,206.88126923076922,20.196661803713567,1.0990543983150096,0.27723766556248797,29,26,0.8252076932891735
Part 2,FAC,Neutral,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Neutral,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Neutral,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Neutral,Mean,Abbott Elementary,0.72558655236,0.9201922129583334,-0.1946056605983334,-4.088934088953376,0.00024057121078108217,25,24,0.0029501526665015555
Part 2,FAC,Neutral,Mean,Mad Max,0.910394918826087,0.951095091,-0.040700172173912974,-1.139237288285857,0.2626879218406096,23,25,0.0029501526665015555
Part 2,FAC,Neutral,Mean,The Town,0.8966010310714286,0.888188459818182,0.008412571253246681,0.18937581736249076,0.8506107485700805,28,22,0.0029501526665015555
Part 2,FAC,NeutralAdaptiveValence,AUC,Abbott Elementary,74.56098333333333,82.54346666666667,-7.982483333333349,-1.1748376545043657,0.24486166847760485,30,30,0.4885101343107081
Part 2,FAC,NeutralAdaptiveValence,AUC,Mad Max,221.885625,224.0208269230769,-2.1352019230768917,-0.7484357348540139,0.4605025862648551,24,26,0.4885101343107081
Part 2,FAC,NeutralAdaptiveValence,AUC,The Town,257.83165517241383,253.73580769230767,4.095847480106158,0.7328949495702105,0.4691262672705204,29,26,0.4885101343107081
Part 2,FAC,NeutralAdaptiveValence,Mean,Abbott Elementary,0.9140756028999999,0.9918757885,-0.07780018560000013,-4.1851214739347435,0.0004539201608741234,20,20,0.0002973145541946096
Part 2,FAC,NeutralAdaptiveValence,Mean,Mad Max,0.998338030173913,0.9925932747999999,0.0057447553739130575,2.570946276387574,0.015582136304027477,23,25,0.0002973145541946096
Part 2,FAC,NeutralAdaptiveValence,Mean,The Town,0.9842136544137932,0.9946030812608696,-0.010389426847076444,-1.425118460199669,0.16367295112953237,29,23,0.0002973145541946096
Part 2,FAC,PositiveAdaptiveValence,AUC,Abbott Elementary,8.03088095238095,0.7034750000000001,7.327405952380951,3.7433364488528387,0.0012148170596776346,21,20,0.007524851307570031
Part 2,FAC,PositiveAdaptiveValence,AUC,Mad Max,0.28010869565217394,1.25358,-0.973471304347826,-2.579655759457482,0.01488115699066639,23,25,0.007524851307570031
Part 2,FAC,PositiveAdaptiveValence,AUC,The Town,2.3215892857142855,1.4001250000000003,0.9214642857142852,0.7527782917514928,0.4563921853167805,28,24,0.007524851307570031
Part 2,FAC,PositiveAdaptiveValence,Mean,Abbott Elementary,0.046957054235294116,0.00715960685,0.039797447385294116,2.7764253894851927,0.012811337002881406,17,20,0.007990378044601872
Part 2,FAC,PositiveAdaptiveValence,Mean,Mad Max,0.0012432892173913042,0.00552870876,-0.004285419542608695,-2.5761506242544683,0.01498266001126847,23,25,0.007990378044601872
Part 2,FAC,PositiveAdaptiveValence,Mean,The Town,0.013219872965517241,0.005319435541666667,0.007900437423850574,1.2578918766329086,0.21719910383790628,29,24,0.007990378044601872
Part 2,FAC,Sadness,AUC,Abbott Elementary,0.34458,0.0846851851851852,0.2598948148148148,1.8656467326077815,0.0707084783062411,25,27,0.48863230208298936
Part 2,FAC,Sadness,AUC,Mad Max,0.07233333333333333,0.3338260869565218,-0.26149275362318847,-1.7591311098052045,0.08825336414538011,21,23,0.48863230208298936
Part 2,FAC,Sadness,AUC,The Town,0.3176590909090909,0.15441666666666665,0.16324242424242424,0.9305559454713075,0.35892340259514277,22,18,0.48863230208298936
Part 2,FAC,Sadness,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Sadness,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Sadness,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Sadness,Mean,Abbott Elementary,0.0025946575,0.00040389826923076927,0.0021907592307692306,2.1334096911595206,0.040852827258523385,24,26,0.2152414988488245
Part 2,FAC,Sadness,Mean,Mad Max,0.00031732447619047617,0.001477810043478261,-0.0011604855672877846,-1.7649348041096913,0.08732442636429841,21,23,0.2152414988488245
Part 2,FAC,Sadness,Mean,The Town,0.0012146252272727273,0.0005912893888888889,0.0006233358383838384,0.9301145088609964,0.35916118393211927,22,18,0.2152414988488245
Part 2,FAC,Sentimentality,AUC,Abbott Elementary,0.9993863636363638,0.21108000000000002,0.7883063636363637,2.8527880484859316,0.00843802314668296,22,25,0.006419214292647158
Part 2,FAC,Sentimentality,AUC,Mad Max,0.23241304347826083,0.32425,-0.09183695652173915,-0.6620706332936712,0.5113162381093668,23,24,0.006419214292647158
Part 2,FAC,Sentimentality,AUC,The Town,0.3496153846153846,0.12945652173913044,0.22015886287625416,1.5811205976902325,0.12330527212701521,26,23,0.006419214292647158
Part 2,FAC,Sentimentality,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Sentimentality,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Sentimentality,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Sentimentality,Mean,Abbott Elementary,0.005293735777777778,0.0006305421363636363,0.004663193641414142,2.6542032134360496,0.015906906031900234,18,22,0.0048442964726326905
Part 2,FAC,Sentimentality,Mean,Mad Max,0.001790175125,0.0017022515599999998,8.792356500000008e-05,0.088382414258783,0.9300555358419544,24,25,0.0048442964726326905
Part 2,FAC,Sentimentality,Mean,The Town,0.0020080841481481485,0.0004903073043478261,0.0015177768438003223,1.786890833102436,0.08437965188657681,27,23,0.0048442964726326905
Part 2,FAC,Surprise,AUC,Abbott Elementary,0.1435,0.0068125,0.1366875,2.2917981894143584,0.031148486355692253,24,24,0.001757784368527026
Part 2,FAC,Surprise,AUC,Mad Max,0.07058333333333335,0.0,0.07058333333333335,2.170210408487871,0.04444895044726164,18,21,0.001757784368527026
Part 2,FAC,Surprise,AUC,The Town,0.06755555555555556,0.007333333333333334,0.06022222222222223,1.3683581970088532,0.18252670157469414,27,18,0.001757784368527026
Part 2,FAC,Surprise,Binary,Abbott Elementary,0.0,0.0,0.0,,,30,30,
Part 2,FAC,Surprise,Binary,Mad Max,0.0,0.0,0.0,,,24,26,
Part 2,FAC,Surprise,Binary,The Town,0.0,0.0,0.0,,,29,26,
Part 2,FAC,Surprise,Mean,Abbott Elementary,0.0004651509047619048,0.0,0.0004651509047619048,1.744950884917312,0.09634119351009839,21,23,0.004238048388681131
Part 2,FAC,Surprise,Mean,Mad Max,0.00031272677777777777,0.0,0.00031272677777777777,2.1769424644403648,0.04386656434347361,18,21,0.004238048388681131
Part 2,FAC,Surprise,Mean,The Town,0.00025921425925925926,2.8162388888888884e-05,0.00023105187037037036,1.3708302098962275,0.18176407523814841,27,18,0.004238048388681131
Part 2,FAC_EMOTION,EmotionComposite,AUC_SUM,Abbott Elementary,25.038442307692314,7.582439999999999,17.456002307692316,3.5274071783210705,0.0011185643438538777,26,25,0.0011874168772914892
Part 2,FAC_EMOTION,EmotionComposite,AUC_SUM,Mad Max,6.59402380952381,4.66496,1.92906380952381,0.6751962105141546,0.5040765022951157,21,25,0.0011874168772914892
Part 2,FAC_EMOTION,EmotionComposite,AUC_SUM,The Town,11.381576923076922,7.103300000000002,4.278276923076921,0.9345622784213443,0.35529094733438515,26,20,0.0011874168772914892
Part 2,GSR,PeakDetected,Binary,Abbott Elementary,0.6,0.6666666666666666,-0.06666666666666665,-0.5280588545286915,0.5994760906164499,30,30,0.7187395777959338
Part 2,GSR,PeakDetected,Binary,Mad Max,0.782608695652174,0.7307692307692307,0.05183946488294322,0.4150065248324792,0.6800312465353768,23,26,0.7187395777959338
Part 2,GSR,PeakDetected,Binary,The Town,0.8620689655172413,0.76,0.10206896551724132,0.937769326242039,0.35326052413319564,29,25,0.7187395777959338
Part 2,GSR,Peaks,Count,Abbott Elementary,1039.0,891.65,147.35000000000002,0.7930706977720768,0.43361580672208977,18,20,0.02008270753430796
Part 2,GSR,Peaks,Count,Mad Max,3582.1111111111113,1882.3684210526317,1699.7426900584796,4.505322191205532,8.020152127592493e-05,18,19,0.02008270753430796
Part 2,GSR,Peaks,Count,The Town,2248.92,2272.5,-23.579999999999927,-0.041916101559515896,0.9667948849544148,25,18,0.02008270753430796
Part 2,GSR,Peaks,PerMinute,Abbott Elementary,629.7301288044445,543.003326065,86.72680273944445,0.7689078273857343,0.4476077915424467,18,20,0.03699307873807331
Part 2,GSR,Peaks,PerMinute,Mad Max,955.2483352833331,498.71094328000004,456.537392003333,4.557226267140337,6.860569830608376e-05,18,19,0.03699307873807331
Part 2,GSR,Peaks,PerMinute,The Town,515.0276710984,568.6663015926316,-53.63863049423162,-0.3992758581686163,0.6920254007167361,25,19,0.03699307873807331
